;massa B;;
t;x;y;
0.000000E0;1.782178E-1;2.846287E2
1.666457E-2;2.518212E-1;2.844938E2
3.332914E-2;2.617512E-1;2.846618E2
4.999371E-2;3.269228E-1;2.845582E2
6.665828E-2;3.258055E-1;2.845192E2
8.332285E-2;2.981839E-1;2.847811E2
9.998742E-2;5.188733E-1;2.846568E2
1.166520E-1;4.597758E-1;2.849285E2
1.333166E-1;6.089862E-1;2.847923E2
1.499811E-1;6.889599E-1;2.845809E2
1.666457E-1;7.654861E-1;2.845950E2
1.833103E-1;8.470970E-1;2.845457E2
1.999748E-1;6.350075E-1;2.845148E2
2.166394E-1;6.670072E-1;2.844225E2
2.333040E-1;3.626706E-1;2.845959E2
2.499686E-1;2.480980E-1;2.847232E2
2.666331E-1;1.034424E-1;2.845085E2
2.832977E-1;1.821367E-1;2.845392E2
2.999623E-1;4.951583E-1;2.847022E2
3.166268E-1;3.723818E-1;2.846411E2
3.332914E-1;4.831076E-1;2.848438E2
3.499560E-1;4.278052E-1;2.846407E2
3.666205E-1;4.890403E-1;2.845762E2
3.832851E-1;2.833429E-1;2.842797E2
3.999497E-1;5.070658E-1;2.845032E2
4.166143E-1;5.835650E-1;2.843975E2
4.332788E-1;3.571915E-2;2.844661E2
4.499434E-1;2.200123E-1;2.845885E2
4.666080E-1;2.124024E-2;2.844009E2
4.832725E-1;6.018982E-2;2.845177E2
4.999371E-1;-9.778411E-2;2.843383E2
5.166017E-1;-1.238137E-1;2.845136E2
5.332662E-1;6.965076E-2;2.846905E2
5.499308E-1;2.431822E-2;2.846092E2
5.665954E-1;1.996304E-1;2.847647E2
5.832600E-1;3.181804E-1;2.848403E2
5.999245E-1;3.516535E-1;2.847493E2
6.165891E-1;3.764074E-1;2.850477E2
6.332537E-1;4.432335E-1;2.850847E2
6.499182E-1;5.618138E-1;2.852411E2
6.665828E-1;4.771282E-1;2.852830E2
6.832474E-1;3.600616E-1;2.851020E2
6.999119E-1;2.810673E-1;2.852266E2
7.165765E-1;5.356937E-2;2.851039E2
7.332411E-1;3.737209E-1;2.852391E2
7.499057E-1;5.519386E-3;2.849741E2
7.665702E-1;3.609219E-1;2.848628E2
7.832348E-1;3.036757E-1;2.848696E2
7.998994E-1;2.783220E-1;2.848587E2
8.165639E-1;2.058920E-1;2.847857E2
8.332285E-1;4.155834E-1;2.849837E2
8.498931E-1;5.490775E-1;2.849391E2
8.665576E-1;4.542821E-1;2.851382E2
8.832222E-1;4.894055E-1;2.852430E2
