;massa B;;
t;x;y;
0.000000E0;2.326733E-1;2.863020E2
1.666459E-2;2.670868E-1;2.862849E2
3.332918E-2;3.974373E-1;2.862962E2
4.999376E-2;3.789697E-1;2.863026E2
6.665835E-2;3.479762E-1;2.862599E2
8.332294E-2;4.462804E-1;2.863111E2
9.998753E-2;1.511032E-1;2.859892E2
1.166521E-1;1.160191E-1;2.859213E2
1.333167E-1;1.599204E-1;2.860412E2
1.499813E-1;2.697316E-1;2.862782E2
1.666459E-1;8.543776E-2;2.862630E2
1.833105E-1;2.818194E-1;2.862887E2
1.999751E-1;2.753163E-1;2.864030E2
2.166396E-1;1.995145E-1;2.863520E2
2.333042E-1;4.585886E-1;2.866447E2
2.499688E-1;1.284494E-1;2.864384E2
2.666334E-1;2.104336E-1;2.864750E2
2.832980E-1;3.581858E-1;2.863491E2
2.999626E-1;3.899797E-1;2.862414E2
3.166272E-1;3.563047E-1;2.862358E2
3.332918E-1;5.016805E-1;2.860472E2
3.499563E-1;5.625930E-1;2.861196E2
3.666209E-1;3.338118E-1;2.858717E2
3.832855E-1;1.680483E-1;2.859502E2
3.999501E-1;1.723983E-1;2.861515E2
4.166147E-1;2.748468E-1;2.863815E2
4.332793E-1;2.336072E-1;2.863812E2
4.499439E-1;4.939061E-2;2.864593E2
4.666085E-1;6.733503E-2;2.863502E2
4.832730E-1;2.450485E-2;2.864470E2
4.999376E-1;3.703964E-1;2.864494E2
5.166022E-1;2.101692E-1;2.862192E2
5.332668E-1;2.596999E-1;2.864245E2
5.499314E-1;2.116507E-1;2.864423E2
5.665960E-1;1.157246E-1;2.860977E2
5.832606E-1;3.673561E-1;2.863767E2
5.999252E-1;3.665913E-1;2.861443E2
6.165897E-1;2.778723E-1;2.864547E2
6.332543E-1;2.621393E-1;2.864666E2
6.499189E-1;2.206566E-1;2.863970E2
6.665835E-1;2.617560E-1;2.864645E2
6.832481E-1;2.612177E-1;2.865307E2
6.999127E-1;3.536260E-1;2.865853E2
7.165773E-1;2.495686E-1;2.865735E2
7.332419E-1;2.303419E-1;2.865393E2
