;massa B;;;;;
t;x;y;θ;ω;α;
0,000;-1,766;286,1;90,4;;
0,017;-1,833;286,3;90,4;0,5;
0,033;-1,846;286,6;90,4;-0,3;-7,0
0,050;-1,791;286,4;90,4;0,1;-11,4
0,067;-1,856;286,5;90,4;-0,2;-10,2
0,083;-1,753;286,5;90,4;-0,7;-8,6
0,100;-1,734;286,7;90,3;-0,2;-10,3
0,117;-1,715;286,7;90,3;-1,0;-3,8
0,133;-1,560;286,4;90,3;-0,7;-11,3
0,150;-1,589;286,4;90,3;-0,8;52,4
0,167;-1,424;286,4;90,3;0,2;77,7
0,183;-1,621;286,2;90,3;2,5;27,6
0,200;-1,845;286,0;90,4;1,1;-33,7
0,217;-1,801;286,0;90,4;0,7;-73,5
0,233;-1,970;286,1;90,4;-0,4;-0,3
0,250;-1,733;286,4;90,3;-0,5;-26,8
0,267;-1,891;286,4;90,4;-0,0;15,7
0,283;-1,732;286,6;90,3;-1,0;-14,6
0,300;-1,728;286,4;90,3;0,0;46,5
0,317;-1,738;286,5;90,3;0,4;-7,8
0,333;-1,797;286,5;90,4;-0,0;-14,4
0,350;-1,731;286,5;90,3;-0,4;10,7
0,367;-1,733;286,4;90,3;0,5;33,9
0,383;-1,810;286,3;90,4;0,8;-37,8
0,400;-1,871;286,4;90,4;-0,7;21,9
0,417;-1,698;286,3;90,3;0,8;18,1
0,433;-1,998;286,2;90,4;1,3;-15,4
0,450;-1,910;286,2;90,4;-0,8;-33,7
0,467;-1,857;286,2;90,4;0,4;46,2
0,483;-1,977;286,3;90,4;1,0;43,4
0,500;-2,027;286,2;90,4;1,5;-53,5
0,517;-2,221;286,6;90,4;-0,1;-85,6
0,533;-2,009;286,5;90,4;-2,3;-69,2
0,550;-1,845;286,6;90,4;-2,0;95,6
0,567;-1,678;286,7;90,3;0,5;30,7
0,583;-1,932;286,6;90,4;0,2;5,8
0,600;-1,705;286,5;90,3;-0,8;-57,7
0,617;-1,805;286,4;90,4;-0,5;75,1
0,633;-1,617;286,5;90,3;0,6;40,8
0,650;-1,899;286,4;90,4;2,1;81,1
0,667;-1,961;286,4;90,4;2,3;11,8
0,683;-2,274;286,2;90,5;3,2;-38,1
0,700;-2,487;286,2;90,5;0,8;-53,5
0,717;-2,415;286,2;90,5;0,7;6,4
0,733;-2,613;286,4;90,5;1,8;-11,6
0,750;-2,723;286,4;90,5;0,1;-69,4
0,767;-2,639;286,6;90,5;-0,8;-14,8
0,783;-2,596;286,5;90,5;-0,2;33,5
0,800;-2,612;286,5;90,5;0,4;49,5
0,817;-2,660;286,6;90,5;1,4;-47,8
0,833;-2,845;286,8;90,6;-0,6;-28,1
0,850;-2,562;286,7;90,5;-0,8;-33,6
0,867;-2,704;286,5;90,5;-0,3;67,5
0,883;-2,510;286,6;90,5;0,1;24,2
0,900;-2,722;286,4;90,5;1,6;86,4
0,917;-2,779;286,4;90,6;2,2;-49,2
0,933;-3,082;286,3;90,6;0,9;-27,2
0,950;-2,937;286,6;90,6;0,0;-9,6
0,967;-3,087;286,4;90,6;1,6;29,8
0,983;-3,194;286,5;90,6;0,8;56,4
