;massa B;;
t;x;y;
0.000000E0;2.535832E-1;2.877585E2
1.666460E-2;1.402459E-1;2.878710E2
3.332920E-2;2.738931E-1;2.877756E2
4.999379E-2;3.134797E-1;2.878075E2
6.665839E-2;3.033865E-1;2.878006E2
8.332299E-2;2.580633E-1;2.877513E2
9.998759E-2;2.127550E-1;2.878107E2
1.166522E-1;3.788525E-1;2.877045E2
1.333168E-1;2.755010E-1;2.878114E2
1.499814E-1;2.957545E-1;2.878510E2
1.666460E-1;2.969646E-1;2.877586E2
1.833106E-1;2.584094E-1;2.879169E2
1.999752E-1;1.370081E-1;2.878246E2
2.166398E-1;7.057810E-3;2.879403E2
2.333044E-1;5.342560E-2;2.878940E2
2.499690E-1;6.830312E-2;2.878370E2
2.666336E-1;2.545552E-1;2.877057E2
2.832982E-1;7.226568E-2;2.875328E2
2.999628E-1;1.158134E-1;2.876509E2
3.166274E-1;3.665095E-1;2.877505E2
3.332920E-1;2.523440E-1;2.878423E2
3.499566E-1;2.519303E-1;2.876860E2
3.666211E-1;2.457513E-1;2.877109E2
3.832857E-1;1.582097E-1;2.876795E2
3.999503E-1;2.326888E-1;2.878805E2
4.166149E-1;2.932566E-1;2.878617E2
4.332795E-1;1.891331E-1;2.876980E2
4.499441E-1;1.611180E-1;2.877181E2
4.666087E-1;6.065161E-2;2.877745E2
4.832733E-1;5.486668E-2;2.877992E2
4.999379E-1;1.526321E-1;2.877607E2
5.166025E-1;2.988716E-1;2.876981E2
5.332671E-1;1.941011E-1;2.877405E2
5.499317E-1;1.069043E-1;2.875758E2
5.665963E-1;1.448075E-1;2.876519E2
5.832609E-1;1.723217E-2;2.877424E2
5.999255E-1;-1.112386E-1;2.878436E2
6.165901E-1;-2.959879E-1;2.877721E2
6.332547E-1;-3.195148E-1;2.877668E2
6.499193E-1;-3.079697E-1;2.878750E2
6.665839E-1;-4.950754E-1;2.878943E2
6.832485E-1;-4.936849E-1;2.879298E2
6.999131E-1;-4.265451E-1;2.879240E2
7.165777E-1;-2.426397E-1;2.880639E2
7.332423E-1;-3.606291E-1;2.879259E2
7.499069E-1;-5.236565E-1;2.877669E2
7.665715E-1;-2.835505E-1;2.877665E2
7.832361E-1;-3.112666E-1;2.877378E2
7.999007E-1;-3.663059E-1;2.877064E2
8.165653E-1;-3.835822E-1;2.876180E2
8.332299E-1;-9.456163E-2;2.877485E2
8.498945E-1;-4.512683E-1;2.876123E2
8.665591E-1;-4.175906E-1;2.876684E2
8.832237E-1;-5.853844E-1;2.879256E2
8.998883E-1;-4.968851E-1;2.879019E2
9.165529E-1;-5.697141E-1;2.879402E2
9.332175E-1;-4.069858E-1;2.879481E2
9.498821E-1;-3.700084E-1;2.880053E2
9.665467E-1;-3.522512E-1;2.879570E2
9.832113E-1;-4.622562E-1;2.878975E2
9.998759E-1;-3.692667E-1;2.879136E2
