;massa B;;;;;
t;x;y;θ;ω;α;
0,000;0,000;288,0;90,00;;
0,017;0,267;288,0;89,95;0,462;
0,033;-7,736E-2;287,8;90,02;1,702;41,97
0,050;-1,836E-2;287,9;90,00;0,483;-65,42
0,067;-0,158;287,9;90,03;0,387;-80,16
0,083;-8,326E-2;287,9;90,02;-2,497;23,56
0,100;0,260;288,0;89,95;0,274;50,73
0,117;-0,129;288,3;90,03;1,169;2,575
0,133;6,416E-2;288,0;89,99;-1,389;-59,48
0,150;0,104;288,2;89,98;-0,107;62,90
0,167;8,206E-2;288,1;89,98;0,627;41,87
0,183;-1,504E-3;288,2;90,00;1,299;-3,397
0,200;-0,136;288,3;90,03;0,679;35,45
0,217;-0,115;288,0;90,02;1,872;-67,80
0,233;-0,449;288,0;90,09;-0,240;47,09
0,250;-7,506E-2;288,0;90,01;1,132;0,495
0,267;-0,639;288,1;90,13;2,574;78,74
0,283;-0,507;288,1;90,10;1,349;-52,78
0,300;-0,866;288,4;90,17;2,501;-95,61
0,317;-0,927;288,4;90,18;-2,330;-79,36
0,333;-0,475;288,4;90,09;-1,338;0,143
0,350;-0,703;288,5;90,14;-0,305;-8,276
0,367;-0,425;288,6;90,08;-3,084;-31,54
0,383;-0,185;288,9;90,04;-1,110;72,38
0,400;-0,238;288,7;90,05;-0,101;90,93
0,417;-0,168;288,6;90,03;1,175;-21,80
0,433;-0,436;288,7;90,09;0,269;35,06
0,450;-0,213;288,7;90,04;0,739;-28,72
0,467;-0,559;288,6;90,11;1,124;-26,64
0,483;-0,402;288,7;90,08;-1,539;-76,80
0,500;-0,301;288,7;90,06;-0,946;72,30
0,517;-0,243;288,5;90,05;0,697;116,9
0,533;-0,418;288,5;90,08;3,157;-3,526
0,550;-0,774;288,8;90,15;1,129;-60,26
0,567;-0,608;288,6;90,12;-0,150;-24,58
0,583;-0,749;288,9;90,15;1,322;-26,18
0,600;-0,831;289,0;90,16;-1,087;-21,01
0,617;-0,566;289,0;90,11;-0,321;52,52
0,633;-0,777;289,0;90,15;1,858;-20,10
0,650;-0,878;288,9;90,17;-1,231;-33,84
0,667;-0,569;288,7;90,11;-0,350;62,85
0,683;-0,819;288,6;90,16;2,263;29,09
0,700;-0,950;288,8;90,19;0,143;-129,5
0,717;-0,843;288,6;90,17;-2,214;-38,36
0,733;-0,578;288,7;90,11;-1,448;32,45
0,750;-0,601;288,7;90,12;-0,409;106,7
0,767;-0,510;288,6;90,10;1,320;33,22
0,783;-0,823;288,6;90,16;1,766;-53,50
0,800;-0,806;288,7;90,16;-1,226;-113,6
0,817;-0,618;288,7;90,12;-2,057;-35,89
0,833;-0,461;288,8;90,09;-2,178;49,53
0,850;-0,252;288,8;90,05;-0,768;18,44
0,867;-0,332;289,0;90,07;-0,779;52,54
0,883;-0,121;289,0;90,02;-0,102;78,77
0,900;-0,315;289,0;90,06;2,724;105,0
