;massa B;;;;;
t;x;y;θ;ω;α;
0,000;-6,237E-3;288,2;90,00;;
0,017;-9,088E-3;288,4;90,00;1,017;
0,033;-0,177;288,7;90,04;1,345;-13,78
0,050;-0,235;288,7;90,05;0,287;-76,56
0,067;-0,225;288,9;90,04;-1,090;-40,01
0,083;-5,200E-2;289,1;90,01;-1,367;-4,908
0,100;4,307E-3;289,1;90,00;-0,884;29,79
0,117;9,670E-2;289,1;89,98;-0,605;-0,912
0,133;0,106;288,8;89,98;-0,664;15,08
0,150;0,208;289,0;89,96;-0,442;4,253
0,167;0,180;288,7;89,96;-0,153;13,62
0,183;0,234;288,6;89,95;-0,287;-43,05
0,200;0,228;288,4;89,95;-1,233;9,751
0,217;0,440;288,3;89,91;-0,651;74,06
0,233;0,337;288,3;89,93;1,867;36,99
0,250;0,127;288,4;89,97;0,748;9,174
0,267;0,212;288,7;89,96;1,255;-41,21
0,283;-8,347E-2;288,6;90,02;0,678;-31,30
0,300;9,828E-2;288,8;89,98;-1,079;-98,76
0,317;9,778E-2;288,8;89,98;-1,660;29,21
0,333;0,377;288,8;89,93;-1,060;17,91
0,350;0,276;288,8;89,95;-4,768E-3;73,82
0,367;0,378;288,9;89,93;0,488;-82,68
0,383;0,194;288,5;89,96;-1,565;29,75
0,400;0,641;288,7;89,87;-0,522;68,98
0,417;0,281;288,4;89,94;2,847;70,00
0,433;0,162;288,4;89,97;0,805;-77,86
0,450;0,146;288,6;89,97;0,269;-53,32
0,467;0,117;288,5;89,98;-0,712;-39,20
0,483;0,266;288,4;89,95;-1,403;82,90
0,500;0,352;288,4;89,93;1,890;41,14
0,517;-5,149E-2;288,6;90,01;1,260;54,78
0,533;0,141;288,7;89,97;1,710;-48,12
0,550;-0,339;288,8;90,07;1,859;-66,16
0,567;-0,171;289,0;90,03;-2,148;-189,3
0,583;2,219E-2;289,3;90,00;-3,738;73,70
0,600;0,458;289,3;89,91;-0,718;150,6
0,617;0,143;289,4;89,97;2,885;121,1
0,633;-2,753E-2;288,9;90,01;2,384;-52,92
0,650;-0,258;288,8;90,05;1,519;-82,39
0,667;-0,283;288,9;90,06;-0,629;-92,34
0,683;-0,152;288,7;90,03;-1,638;52,30
0,700;-7,567E-3;288,5;90,00;0,855;73,05
0,717;-0,295;288,5;90,06;1,780;-44,30
0,733;-0,307;288,8;90,06;-1,261;-60,04
0,750;-8,374E-2;288,8;90,02;-0,667;82,10
0,767;-0,195;289,2;90,04;2,126;38,31
0,783;-0,442;289,2;90,09;0,854;-116,9
0,800;-0,338;289,2;90,07;-2,323;-75,72
0,817;-5,077E-2;289,2;90,01;-1,902;44,74
0,833;-1,939E-2;289,3;90,00;-0,266;38,10
0,850;-6,325E-3;289,2;90,00;-0,734;-7,628
0,867;0,104;289,1;89,98;-0,773;79,62
0,883;0,124;289,0;89,98;1,857;28,54
0,900;-0,208;288,7;90,04;1,107;-69,81
0,917;-6,195E-2;288,7;90,01;-1,602;-54,62
0,933;6,102E-2;288,4;89,99;-0,418;42,25
0,950;8,256E-3;288,3;90,00;0,154;74,65
0,967;3,514E-2;288,4;89,99;1,522;-85,28
0,983;-0,247;288,5;90,05;-1,412;-64,98
1,000;0,272;288,8;89,95;-2,761;-73,00
1,017;0,217;288,9;89,96;-1,828;48,07
1,033;0,580;289,1;89,89;-2,606;23,26
1,050;0,655;289,2;89,87;-0,292;89,69
1,067;0,630;289,4;89,88;0,310;-10,75
1,083;0,603;289,3;89,88;-0,604;7,983
1,100;0,731;289,2;89,86;8,421E-2;20,53
1,117;0,589;289,2;89,88;0,797;84,94
1,133;0,597;289,0;89,88;2,116;32,95
1,150;0,233;288,8;89,95;2,863;-38,94
1,167;0,115;288,9;89,98;0,248;-86,75
1,183;0,191;288,8;89,96;-0,243;33,96
1,200;0,156;288,8;89,97;1,569;-4,992
1,217;-7,262E-2;289,0;90,01;0,187;5,187
1,233;0,125;289,1;89,98;0,454;-59,16
1,250;-0,149;289,3;90,03;-0,138;12,64
1,267;0,148;289,4;89,97;-0,874;23,18
1,283;-2,014E-3;289,5;90,00;1,866;-1,920
1,300;-0,166;289,6;90,03;-0,888;-233,6
1,317;0,148;289,6;89,97;-6,366;-591,0
1,333;0,906;289,6;89,82;-19,45;-800,2
1,350;3,424;289,6;89,32;-34,92;-883,8
1,366;6,781;289,1;88,66;-47,74;-719,8
1,383;11,46;289,3;87,73;-59,81;-584,9
1,400;16,82;288,4;86,66;-66,95;-553,9
1,416;22,66;287,9;85,50;-77,39;-484,1
1,433;29,77;287,2;84,08;-84,86;-355,5
1,450;36,87;286,7;82,67;-87,70;-391,4
1,466;44,44;285,7;81,16;-97,76;-663,8
1,483;53,20;284,6;79,41;-110,6;-755,1
1,500;62,88;283,0;77,47;-122,7;-820,0
1,516;73,55;280,8;75,32;-137,7;-763,1
1,533;85,73;278,4;72,88;-149,3;-701,1
1,550;98,27;275,2;70,35;-159,6;-772,4
1,566;111,6;270,4;67,57;-175,5;-1,430E3
1,583;126,3;264,7;64,50;-205,5;-927,6
1,600;142,4;253,9;60,71;-213,3;-251,2
1,616;156,9;245,3;57,39;-206,0;328,0
1,633;171,7;235,0;53,85;-206,9;-29,29
1,650;185,1;224,5;50,49;-204,1;54,56
1,666;198,4;213,1;47,04;-206,7;-9,636
1,683;210,7;200,7;43,60;-205,0;50,66
1,700;222,1;187,9;40,23;-205,3;271,3
1,716;233,0;174,3;36,80;-197,4;243,7
1,733;242,3;161,3;33,65;-192,1;229,1
1,750;251,6;147,4;30,37;-192,7;311,2
1,766;259,2;133,4;27,23;-181,7;674,7
1,783;265,3;119,9;24,32;-169,4;645,6
1,800;270,8;107,1;21,58;-160,3;454,2
1,816;275,6;94,75;18,98;-154,1;508,5
1,833;279,7;82,53;16,44;-144,4;845,2
1,850;282,2;71,20;14,16;-125,7;1,237E3
1,866;284,1;61,71;12,25;-102,8;1,194E3
1,883;285,6;54,14;10,74;-84,96;917,9
1,900;286,4;47,51;9,420;-72,99;623,4
1,916;286,9;41,87;8,302;-63,81;341,3
1,933;287,7;36,82;7,293;-61,41;-9,950
1,950;288,5;31,62;6,255;-64,53;-143,2
1,966;289,0;26,01;5,142;-66,72;-129,0
1,983;289,5;20,40;4,031;-68,25;33,45
2,000;288,2;14,43;2,867;-66,55;436,8
2,016;287,9;9,112;1,813;-53,86;642,3
2,033;287,2;5,372;1,071;-43,13;745,5
2,050;287,1;1,880;0,375;-31,44;648,3
2,066;286,3;0,117;2,345E-2;-19,05;759,3
2,083;285,7;-1,296;-0,260;-8,267;444,5
2,100;286,2;-1,259;-0,252;-1,720;410,1
2,116;285,7;-1,582;-0,317;2,603;-122,1
2,133;285,4;-0,824;-0,165;-2,027;-482,7
2,150;285,4;-1,917;-0,385;-17,05;-689,2
2,166;285,6;-3,657;-0,734;-24,07;-277,8
2,183;284,9;-5,904;-1,187;-26,72;-68,35
2,200;285,3;-8,089;-1,624;-25,82;28,29
2,216;285,3;-10,20;-2,048;-25,69;298,7
2,233;285,5;-12,37;-2,481;-17,25;567,2
2,250;284,9;-13,05;-2,623;-4,784;562,6
2,266;284,7;-13,13;-2,640;1,030;307,8
2,283;284,8;-12,87;-2,588;5,234;124,4
2,300;284,9;-12,27;-2,466;5,722;31,02
2,316;285,0;-11,93;-2,397;5,320;-61,98
2,333;285,2;-11,40;-2,288;4,532;9,868
2,350;285,4;-11,19;-2,246;4,596;317,0
2,366;285,6;-10,65;-2,135;14,84;263,5
2,383;284,7;-8,713;-1,753;16,39;-53,79
2,400;284,6;-7,909;-1,592;9,923;-214,1
2,416;284,7;-7,071;-1,423;10,16;191,0
2,433;284,5;-6,220;-1,252;15,50;615,6
2,450;284,5;-4,498;-0,906;30,84;929,3
2,466;285,0;-1,116;-0,224;47,63;935,7
2,483;284,7;3,389;0,682;61,51;945,1
2,500;284,5;9,068;1,826;78,76;802,5
2,516;284,4;16,43;3,307;89,97;733,5
2,533;284,1;23,98;4,825;100,7;659,2
2,550;283,3;33,10;6,664;114,0;845,3
2,566;282,1;42,79;8,626;127,2;806,0
2,583;280,3;54,00;10,90;142,3;539,7
2,600;277,8;66,03;13,37;145,7;373,8
2,616;274,6;77,50;15,76;152,1;556,0
2,633;271,0;90,34;18,44;166,2;473,8
2,650;266,1;103,8;21,30;168,7;188,2
2,666;261,2;116,6;24,06;170,2;263,2
2,683;255,0;129,8;26,97;178,6;285,4
2,700;248,0;143,3;30,02;180,5;167,1
2,716;240,2;155,9;32,99;182,4;241,1
2,733;231,7;168,9;36,10;189,6;236,2
2,750;222,3;182,0;39,31;190,8;58,32
2,766;212,0;194,0;42,46;190,4;-33,34
2,783;201,0;205,7;45,66;190,5;8,631
2,800;189,4;216,4;48,81;190,1;37,64
2,816;177,2;226,7;51,99;192,0;29,76
2,833;164,3;236,5;55,21;191,5;-174,1
2,850;150,9;245,1;58,37;186,1;-184,9
2,866;138,3;253,8;61,41;184,2;-119,8
2,883;124,3;260,9;64,52;183,6;-125,4
2,900;110,8;267,8;67,53;179,3;-214,2
2,916;96,85;273,4;70,49;176,5;-175,2
2,933;82,86;278,2;73,41;173,6;-306,9
2,950;68,82;281,8;76,28;166,6;-328,0
2,966;55,59;285,1;78,97;161,4;-1,572E3
2,983;42,18;287,6;81,66;120,8;-1,058E3
3,000;35,04;285,1;82,99;110,3;96,51
3,016;23,37;286,3;85,33;138,6;879,5
3,033;11,94;286,7;87,62;135,0;-282,1
3,050;0,828;286,7;89,83;129,5;-366,9
3,066;-9,652;286,3;91,93;122,5;-7,419
3,083;-19,55;285,4;93,92;127,6;-209,2
3,100;-30,91;285,3;96,18;120,6;-513,5
3,116;-39,61;284,1;97,94;104,9;-646,0
3,133;-48,23;282,7;99,68;101,6;-439,3
3,150;-56,31;281,2;101,3;90,60;-472,2
3,166;-63,14;280,1;102,7;83,86;-132,3
3,183;-70,04;278,4;104,1;87,37;-140,7
3,200;-77,46;277,2;105,6;80,88;-580,7
3,216;-83,31;275,6;106,8;66,06;-642,5
3,233;-88,06;274,0;107,8;59,34;-407,5
3,250;-92,77;272,7;108,8;54,16;-386,4
3,266;-96,71;271,4;109,6;45,67;-459,9
3,283;-99,91;269,9;110,3;38,51;-341,8
3,300;-102,5;268,4;110,9;34,01;-223,6
3,316;-105,1;267,5;111,4;31,47;-311,0
3,333;-107,4;266,5;111,9;24,29;-410,7
3,350;-108,8;265,8;112,3;16,56;-373,7
3,366;-109,8;265,2;112,5;12,46;-313,5
3,383;-110,6;264,7;112,7;6,293;-333,9
3,400;-110,6;264,3;112,7;0,755;-234,3
3,416;-110,5;264,3;112,7;-1,348;-95,78
3,433;-110,5;264,7;112,7;-2,282;-260,7
3,450;-110,4;265,0;112,6;-9,176;-412,8
3,466;-109,2;265,4;112,4;-17,55;-256,9
3,483;-107,8;266,4;112,0;-17,63;-111,1
3,500;-106,7;267,2;111,8;-19,87;-190,7
3,516;-104,8;267,9;111,4;-25,23;-298,8
3,533;-102,8;268,7;110,9;-29,23;-203,8
3,550;-100,2;269,5;110,4;-32,53;-124,6
3,566;-97,51;270,2;109,8;-33,16;-71,69
3,583;-94,93;271,2;109,3;-34,64;-118,2
3,600;-92,03;272,0;108,7;-37,33;-120,7
3,616;-88,98;273,1;108,0;-38,78;-65,30
3,633;-85,91;274,2;107,4;-39,33;-172,8
3,650;-82,77;275,2;106,7;-43,99;-69,42
3,666;-78,89;276,4;105,9;-43,51;-7,908
3,683;-75,82;277,4;105,3;-41,83;-15,89
3,700;-72,16;278,3;104,5;-45,53;-232,8
3,716;-68,49;279,5;103,8;-48,92;-8,111
3,733;-64,36;280,8;102,9;-47,16;-19,80
3,750;-60,90;281,8;102,2;-47,22;11,51
3,766;-56,62;282,5;101,3;-49,13;-100,8
3,783;-52,74;283,0;100,6;-48,81;133,4
3,800;-48,53;283,7;99,71;-46,43;108,2
3,816;-45,04;284,0;99,01;-43,27;-36,11
3,833;-41,31;284,4;98,26;-48,29;-19,27
3,850;-37,02;284,9;97,40;-45,54;188,7
3,866;-33,74;285,2;96,75;-39,71;99,37
3,883;-30,44;285,9;96,08;-42,80;-91,34
3,900;-26,66;286,4;95,32;-43,76;-46,08
